REGION,LGA_NAME,WARD,VILLAGE,TECHNOLOGY IN USE,WATERPOINT,STATUS,LATITUDE,LONGITUDE
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Functional,-9.102850012,34.636947078
Iringa,Njombe District,mdandu,itambo,Rope pump,Hand pump,Functional,-9.102813303,34.637720297
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Functional,-9.095606805,34.601874640
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Function need repair,-9.095444339,34.605957615
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Function need repair,-9.096793392,34.614897850
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Functional,-9.098130953,34.619226269
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Function need repair,-9.099783976,34.621774212
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Functional,-9.101423542,34.624129774
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Functional,-9.102433573,34.627660560
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Functional,-9.103249691,34.632271216
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Functional,-9.104701694,34.632658791
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Functional,-9.105125731,34.633748012
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Function need repair,-9.105430803,34.634862836
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Functional,-9.105479057,34.637038693
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Functional,-9.104554645,34.637992879
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Functional,-9.100472242,34.634307514
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Non functional <3mo,-9.099009529,34.633843850
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Functional,-9.096675374,34.637546807
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Non functional <3mo,-9.094795167,34.639654839
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Functional,-9.103154935,34.634038101
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Function need repair,-9.099833354,34.638083515
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Non functional >6mo,-9.101490311,34.639803128
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Functional,-9.103743622,34.639428564
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.052529967,34.651039673
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.052380132,34.647299377
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.048646747,34.646925083
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Function need repair,-9.047430196,34.646371063
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Non functional >6mo,-9.053264076,34.646724767
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.056526934,34.643592348
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.059178893,34.642155574
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Non functional >6mo,-9.063767190,34.645479976
Iringa,Njombe District,Igwachanya,igwachanya,Nira/Tanira,Domestic standpipe,Non functional >6mo,-9.062320287,34.642516079
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Function need repair,-9.056265719,34.639731903
Iringa,Njombe District,Usuka ward,iteni village,Gravity,Domestic standpipe,Functional,-9.027556311,34.675221726
Iringa,Njombe District,usuka,iteni,Gravity,Domestic standpipe,Functional,-9.019850410,34.672092098
Iringa,Njombe District,usuka,iteni,Gravity,Domestic standpipe m,Functional,-9.018431109,34.675473652
Iringa,Njombe District,usuka,iteni,Gravity,Domestic standpipe,Functional,-9.017994400,34.675883061
Iringa,Njombe District,usuka,iteni,Gravity,Domestic standpipe,Functional,-9.014779636,34.670384764
Iringa,Njombe District,usuka,iteni,Gravity,Domestic standpipe,Functional,-9.013062495,34.665467558
Iringa,Njombe District,usuka,iteni,Gravity,Domestic standpipe,Functional,-9.007367696,34.667175631
Iringa,Njombe District,usuka,iteni,Gravity,Domestic standpipe,Functional,-9.005471224,34.669171710
Iringa,Njombe District,usuka,iteni,Gravity,Domestic standpipe,Functional,-9.003031137,34.671511271
Iringa,Njombe District,usuka,iteni,Gravity,Domestic standpipe,Functional,-9.013184329,34.679516209
Iringa,Njombe District,usuka,iteni,Gravity,Domestic standpipe,Functional,-9.031399691,34.675397860
Iringa,Njombe District,usuka,iteni,Gravity,Domestic standpipe,Functional,-9.035359839,34.675890806
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.063644413,34.638887551
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Non functional >6mo,-9.066339554,34.636368395
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Non functional <3mo,-9.068567055,34.634841902
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Non functional >6mo,-9.059022349,34.634192405
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.057123708,34.631422628
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.052486557,34.626168207
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.049746806,34.622778694
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.048143948,34.620886181
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.045265013,34.616931640
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.042899899,34.613223304
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Non functional >6mo,-9.046548570,34.618624695
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Function need repair,-9.050601872,34.637482901
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.042009411,34.632658595
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.035254822,34.632657993
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.028514110,34.631794811
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Function need repair,-9.025531106,34.630560928
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.018736599,34.627329877
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.045081989,34.630222726
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Non functional >6mo,-9.053834985,34.640071254
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.030293858,34.645515378
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Non functional >6mo,-9.030454107,34.646670432
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Function need repair,-9.028175927,34.647493350
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.026780504,34.647000283
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Function need repair,-9.033509711,34.644840176
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.036450129,34.643815666
Iringa,Njombe District,Igwachanya,igwachanya,Gravity,Domestic standpipe,Functional,-9.042028838,34.647156994
Iringa,Njombe District,Igwachanya,idindilimunyu village,Gravity,Domestic standpipe,Functional,-9.059058256,34.657672503
Iringa,Njombe District,Igwachanya,idindilimunyu,Gravity,Domestic standpipe,Functional,-9.060547711,34.661293206
Iringa,Njombe District,Igwachanya,idindilimunyu,Gravity,Domestic standpipe,Functional,-9.060742715,34.665468872
Iringa,Njombe District,Igwachanya,idindilimunyu,Gravity,Domestic standpipe,Functional,-9.055119369,34.679584915
Iringa,Njombe District,Igwachanya,idindilimunyu,Gravity,Domestic standpipe,Non functional >6mo,-9.055501085,34.678602401
Iringa,Njombe District,Igwachanya,idindilimunyu,Gravity,Domestic standpipe,Function need repair,-9.058591723,34.668765561
Iringa,Njombe District,Igwachanya,idindilimunyu,Gravity,Domestic standpipe,Non functional >6mo,-9.056219119,34.681073867
Iringa,Njombe District,Igwachanya,idindilimunyu,Gravity,Domestic standpipe,Function need repair,-9.059284204,34.682209955
Iringa,Njombe District,Igwachanya,idindilimunyu,Gravity,Domestic standpipe,Functional,-9.063814290,34.680640372
Iringa,Njombe District,Igwachanya,idindilimunyu,Gravity,Domestic standpipe,Function need repair,-9.066090762,34.682442955
Iringa,Njombe District,Igwachanya,idindilimunyu,Gravity,Domestic standpipe,Functional,-9.069187737,34.680542010
Iringa,Njombe District,Igwachanya,idindilimunyu,Gravity,Domestic standpipe,Functional,-9.070170396,34.684265230
Iringa,Njombe District,Igwachanya,chalowe village,Gravity,Domestic standpipe,Functional,-9.088532004,34.591086069
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.086426202,34.589658851
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.086456171,34.587433658
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.085326009,34.587454136
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe m,Functional,-9.084589515,34.589620246
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Non functional >6mo,-9.082416212,34.590142663
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe m,Functional,-9.080696892,34.592857792
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.080425348,34.595196769
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.082902295,34.596480523
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.084086213,34.597232929
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.084101290,34.599692701
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.081776783,34.598136533
Iringa,Njombe District,usuka,kanani village,Gravity,Domestic standpipe m,Function need repair,-9.008639121,34.551682316
Iringa,Njombe District,usuka,kanani,Gravity,Domestic standpipe,Function need repair,-9.009343727,34.554740782
Iringa,Njombe District,igwachanya,kanani,Gravity,Domestic standpipe,Functional,-9.010000445,34.557365849
Iringa,Njombe District,usuka,kanani,Gravity,Domestic standpipe,Function need repair,-9.010719892,34.562679183
Iringa,Njombe District,usuka,kanani,Gravity,Domestic standpipe,Functional,-9.005568517,34.557937631
Iringa,Njombe District,usuka,kanani,Gravity,Domestic standpipe,Functional,-9.006693811,34.568223878
Iringa,Njombe District,usuka,kanani,Gravity,Domestic standpipe,Functional,-9.008203315,34.573188898
Iringa,Njombe District,usuka,kanani,Gravity,Domestic standpipe,Functional,-9.006171956,34.576151942
Iringa,Njombe District,igwachanya,kanani,Gravity,Domestic standpipe,Functional,-9.004160293,34.578708879
Iringa,Njombe District,usuka,kanani,Gravity,Domestic standpipe,Function need repair,-9.001764139,34.581796117
Iringa,Njombe District,igwachanya,mtapa,Gravity,Domestic standpipe,Functional,-9.059734826,34.567986515
Iringa,Njombe District,igwachanya,dulamu,Gravity,Domestic standpipe,Functional,-9.020852367,34.610880928
Iringa,Njombe District,igwachanya,dulamu,Gravity,Domestic standpipe,Functional,-9.020069413,34.614549726
Iringa,Njombe District,igwachanya,dulamu,Gravity,Domestic standpipe,Function need repair,-9.018990623,34.617801818
Iringa,Njombe District,igwachanya,dulamu,Gravity,Domestic standpipe,Functional,-9.016296667,34.617111430
Iringa,Njombe District,igwachanya,dulamu,Gravity,Domestic standpipe,Functional,-9.025277679,34.607783982
Iringa,Njombe District,igwachanya,dulamu,Gravity,Domestic standpipe,Functional,-9.024299497,34.611893524
Iringa,Njombe District,igwachanya,dulamu,Gravity,Domestic standpipe,Functional,-9.025650093,34.612007033
Iringa,Njombe District,igwachanya,dulamu,Gravity,Domestic standpipe,Functional,-9.025748928,34.614606620
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.076365439,34.596220120
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.075155726,34.597125010
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Function need repair,-9.077437063,34.600360271
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Function need repair,-9.076238452,34.603470134
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Function need repair,-9.077281702,34.609422384
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Function need repair,-9.076460225,34.611631352
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.073152808,34.617403245
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Non functional >6mo,-9.073916303,34.620226764
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Non functional >3mo,-9.073871707,34.623197900
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Non functional >6mo,-9.072321125,34.625766320
Iringa,Njombe District,Igwachanya,chalowe,Rope pump,Hand pump,Functional,-9.075263052,34.597220469
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.073274793,34.596417234
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Function need repair,-9.072904028,34.594790213
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Non functional >6mo,-9.070423863,34.593574780
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.065691113,34.590825006
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.061825498,34.587579124
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.053637590,34.588462483
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.048641320,34.589002280
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Functional,-9.043767946,34.588807210
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Non functional <3mo,-9.041825247,34.586869364
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Non functional <3mo,-9.036920273,34.584033292
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Non functional >6mo,-9.053965497,34.591917658
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Non functional >6mo,-9.061616177,34.585069292
Iringa,Njombe District,Igwachanya,chalowe,Gravity,Domestic standpipe,Non functional <3mo,-9.061377308,34.583076366
Iringa,Njombe District,Igwachanya,mtapa village,Gravity,Domestic standpipe,Functional,-9.060566837,34.579976255
Iringa,Njombe District,Igwachanya,mtapa,Gravity,Domestic standpipe,Non functional >6mo,-9.059863593,34.577631216
Iringa,Njombe District,Igwachanya,mtapa,Gravity,Domestic standpipe,Function need repair,-9.063339923,34.573746601
Iringa,Njombe District,Igwachanya,mtapa,Gravity,Others,Non functional >6mo,-9.072160186,34.573397537
Iringa,Njombe District,Igwachanya,mtapa,Gravity,Domestic standpipe,Non functional >6mo,-9.074936706,34.573866514
Iringa,Njombe District,Igwachanya,mtapa,Gravity,Domestic standpipe,Non functional >6mo,-9.079295675,34.571697641
Iringa,Njombe District,Igwachanya,mtapa,Gravity,Domestic standpipe,Non functional >6mo,-9.082988858,34.571401843
Iringa,Njombe District,Igwachanya,mtapa,Gravity,Domestic standpipe,Non functional >6mo,-9.083704317,34.572216234
Iringa,Njombe District,Igwachanya,mtapa,Gravity,Domestic standpipe,Non functional >6mo,-9.085514972,34.569266112
Iringa,Njombe District,Igwachanya,mtapa,Gravity,Domestic standpipe,Non functional >6mo,-9.065830850,34.574150297
Iringa,Njombe District,Igwachanya,mtapa,Gravity,Domestic standpipe,Functional,-9.061908401,34.572124113
Iringa,Njombe District,Igwachanya,mtapa,Gravity,Domestic standpipe,Function need repair,-9.060609178,34.568827433
Iringa,Njombe District,usuka,usuka,Gravity,Domestic standpipe,Function need repair,-8.981341482,34.661124619
Iringa,Njombe District,usuka,usuka,Gravity,Domestic standpipe,Functional,-8.976640883,34.660024249
Iringa,Njombe District,usuka,usuka,Gravity,Domestic standpipe,Non functional >6mo,-8.980726858,34.659832531
Iringa,Njombe District,usuka,usuka,Gravity,Domestic standpipe,Function need repair,-8.972701234,34.648047301
Iringa,Njombe District,usuka,usuka,Afridev,Domestic standpipe,Functional,-8.983712682,34.661853370
Iringa,Njombe District,usuka,usuka,Gravity,Domestic standpipe,Functional,-8.984294176,34.664787384
Iringa,Njombe District,usuka,usuka,Gravity,Domestic standpipe,Non functional >6mo,-8.983132321,34.666055149
Iringa,Njombe District,usuka,usuka,Gravity,Domestic standpipe,Non functional <3mo,-8.986222885,34.672072131
